Signal,label
-0.00201891670180858,1
0.0014183758584849417,1
-0.00013408657685700775,1
-0.001765424175044875,1
0.0028558394691847924,1
-0.0007568991770755569,1
0.0017273757724710847,1
-0.003414987082351833,1
0.0017467757817419339,1
0.002779281813941045,1
0.0002889431957918663,1
0.0003153906358699563,1
8.131501936447506e-05,1
6.391641388678542e-05,1
0.00036869828132324637,1
-0.0010907063705670784,1
-0.0022619225449565044,1
-0.0014394753361570837,1
0.00017370812383548365,1
0.0024573336879560757,1
-6.67120237762351e-05,1
-0.0009235901718537741,1
-0.0018823915941840687,1
0.0012323479943102099,1
-0.0008622737561460716,1
0.0008492991136301312,1
-0.003465444459353557,1
0.005814799965925989,1
-0.00309489579931522,1
0.0009381002013996009,1
0.0013560691090318717,1
-0.0018938168607666188,1
-0.0028712117554863465,1
0.001949051085144052,1
0.008008771030126541,1
0.004348078168197481,1
0.0021745808550637756,1
-0.00021268827872079668,1
-0.002073568747747018,1
-0.003018837749620894,1
-0.0016145124674836902,1
0.003167386237067313,1
-0.001022086933907483,1
0.0012844519335886873,1
-0.0029818775252608847,1
8.251514862569833e-05,1
-0.002051625046623809,1
-0.0018950109381997969,1
-0.0016328581347116922,1
-0.00043587627843548287,1
-0.000691834933809058,1
-0.0005692420616028282,1
-0.0016562598515624156,1
-0.0021139176729716475,1
0.002662449903627547,1
0.003074644087018415,1
0.0006973445352850492,1
-0.0018651998927170955,1
0.0022936790499772084,1
0.0030343747767546474,1
-0.0015723792026582722,1
-0.0002671871480371071,1
-0.0008333903604190136,1
0.0011551028011046658,1
0.001356412516639354,1
0.00318550910327607,1
0.0014168073391578003,1
-0.0032917670421012154,1
-0.0006403440233520968,1
0.002199437376505141,1
-0.0007760861874828482,1
0.002179677202617968,1
0.001559676831555149,1
-0.0010362379977252355,1
0.0013109053076893282,1
-0.00036461581066738705,1
-0.002005302074317303,1
-0.0012416324227479197,1
-0.0003454777063193983,1
-0.001137447367649228,1
-0.00232172519839666,1
0.0007033871781153187,1
-0.0013872397826491078,1
-0.0009723165684928223,1
-0.0006671661980592722,1
0.003287571463094133,1
-0.004627055260819505,1
0.0017328454795124601,1
-0.0006760280312231349,1
-0.005838969145381076,1
0.0020205599596074078,1
0.0010891012988912157,1
0.0016207348708550348,1
-0.0023432930905543845,1
0.001959067669691454,1
-0.0025819761084114037,1
-0.0020683891692010016,1
-0.005112915713154553,1
0.002405271069222097,1
-0.000540658674377644,1
0.0011575925125793661,1
-0.0026138030910671513,1
-0.007375088469381058,1
6.237337190059641e-06,1
0.0012000719876605617,1
-0.0014216459750395385,1
0.0003325481990737789,1
0.000280044758397316,1
0.0011425153983529238,1
0.0016516011367748704,1
0.0003667185437294583,1
-0.003451502675656957,1
0.0025398526315519704,1
-0.0006625955399566923,1
0.0030704549829435757,1
-0.002114955992491634,1
0.004310987418096666,1
0.0021877724951648624,1
-0.001812043503117595,1
0.00335549923563133,1
-0.0035343001257577313,1
-0.0012554106149058458,1
-0.0013794897945366663,1
0.004182592768542116,1
0.00021811181360543853,1
-0.00011461260175118694,1
6.47749924967608e-05,1
-0.0005289775017563449,1
0.0018138149831886806,1
-0.0025329992042180784,1
0.00393278210101505,1
0.002029243444374982,1
-0.0035698739349946337,1
-0.00025321871242516594,1
0.00230218317527839,1
0.0012349643459478696,1
-0.0009233537869400334,1
0.0046366555364719345,1
-0.0003745974502081217,1
0.0026091404980895317,1
0.002763664922911263,1
7.878964982403378e-05,1
-0.002169339986718478,1
-0.002138155099246104,1
0.0036774622559703108,1
-0.0018593808802136386,1
-0.0004173560913245893,1
-0.0017552190971969065,1
0.0008810256628845664,1
0.00045139744467423903,1
-0.002294687002680076,1
